0056  56  0.1  160001  17.5844  15.5239  3.79921  41.161  22.8582
0057  57  0.1  160000  17.7615  16.0126  3.91463  42.3973  22.9264
0058  58  0.1  160000  18.4466  18.0104  4.03376  43.625  22.9425
0059  59  0.1  160001  19.3704  19.6118  4.16268  44.9874  23.0165
0060  60  0.1  160001  19.7207  19.8277  4.29794  46.48  23.065
0061  61  0.1  160001  20.5175  19.7196  4.4381  47.9959  23.1052
0062  62  0.1  160001  20.5831  18.4536  4.59422  49.7067  23.1452
0063  63  0.1  160001  21.1168  17.0338  4.75966  51.526  23.2
0064  64  0.1  160001  21.4541  17.9686  4.93786  53.5178  23.2471
0065  65  0.1  160001  22.518  20.7377  5.12749  55.7012  23.3274
0066  66  0.1  160000  23.2999  21.1552  5.33306  57.9421  23.3843
0067  67  0.1  160001  23.9898  20.3638  5.55635  60.557  23.4541
0068  68  0.1  160001  24.5213  18.9825  5.7972  63.2872  23.492
0069  69  0.1  160001  25.7529  21.5404  6.06342  66.3567  23.569
0070  70  0.1  160000  26.7064  22.4462  6.34968  69.8626  23.6474
0071  71  0.1  160001  27.9587  21.8173  6.67257  73.632  23.7082
0072  72  0.1  160001  28.694  22.9164  7.02567  77.8585  23.7951
0073  73  0.1  160000  30.1961  24.4771  7.42237  82.4611  23.866
0074  74  0.1  160000  31.3409  24.0376  7.86042  87.8814  23.9523
0075  75  0.1  160000  33.1458  26.4336  8.36098  94.0137  24.0548
0076  76  0.1  160000  34.8329  26.8469  8.93131  101.121  24.1777
0077  77  0.1  160000  37.5275  29.4961  9.58817  108.782  24.2242
0078  78  0.1  160001  39.4416  31.8211  10.3517  118.737  24.3581
0079  79  0.1  160000  42.5884  34.1384  11.2544  129.589 24.5037
0080  80  0.1  159999  45.5381  37.4187  12.3352  143.495 24.6346
0081  81  0.1  159998  49.3155  40.9816  13.6481  160.456  24.8003
0082  82  0.1  159992  54.0914  46.2169  15.2944  180.25  25.0194
0083  83  0.1  159973  59.816  52.2377  17.4017  206.75  25.1787
0084  84  0.1  159843  67.8861  3.53988  20.2147  245.25  25.449
0085  85  0.1  159336  78.3493  72.5291  24.144  296.75  25.5
